ts,open,high,low,close,volume
2025-05-21 19:35:39,14.073,14.073,14.073,14.073,1.0373
2025-05-21 19:35:42,14.073,14.074,14.073,14.074,31.404
2025-05-21 19:35:45,14.071,14.071,14.067,14.067,81.3352
2025-05-21 19:35:52,14.07,14.077,14.07,14.077,665.1499
2025-05-21 19:35:53,14.071,14.071,14.071,14.071,3.4868
2025-05-21 19:36:00,14.067,14.067,14.067,14.067,0.5589
2025-05-21 19:36:08,14.081,14.087,14.081,14.084,177.826
2025-05-21 19:36:12,14.092,14.092,14.092,14.092,0.8646
2025-05-21 19:36:14,14.093,14.093,14.093,14.093,4.7773
2025-05-21 19:36:18,14.093,14.094,14.093,14.094,2.5503
2025-05-21 19:36:19,14.095,14.097,14.095,14.097,23.196
2025-05-21 19:36:20,14.095,14.095,14.081,14.081,3001.2972
2025-05-21 19:36:23,14.09,14.09,14.09,14.09,0.59
2025-05-21 19:36:24,14.092,14.092,14.085,14.085,22.9022
2025-05-21 19:36:25,14.081,14.081,14.081,14.081,0.1582
2025-05-21 19:36:28,14.076,14.083,14.076,14.083,138.57
2025-05-21 19:36:33,14.084,14.084,14.084,14.084,7.5908
2025-05-21 19:36:37,14.082,14.082,14.082,14.082,43.0997
2025-05-21 19:36:38,14.082,14.082,14.082,14.082,456.9003
2025-05-21 19:36:39,14.082,14.082,14.082,14.082,2.6472
2025-05-21 19:36:40,14.081,14.081,14.081,14.081,11.7493
2025-05-21 19:36:43,14.087,14.087,14.087,14.087,4.5325
2025-05-21 19:36:44,14.086,14.088,14.086,14.088,75.21039999999999
2025-05-21 19:36:47,14.089,14.089,14.089,14.089,1.0
2025-05-21 19:36:49,14.094,14.097,14.094,14.095,289.1858
2025-05-21 19:36:50,14.089,14.089,14.089,14.089,0.597
2025-05-21 19:36:56,14.094,14.098,14.094,14.098,105.01570000000001
2025-05-21 19:36:57,14.099,14.099,14.099,14.099,40.8896
2025-05-21 19:36:58,14.099,14.102,14.099,14.101,414.5935
2025-05-21 19:37:01,14.102,14.103,14.102,14.103,13.4459
2025-05-21 19:37:05,14.092,14.092,14.092,14.092,38.7
2025-05-21 19:37:08,14.1,14.109,14.1,14.109,739.9643
2025-05-21 19:37:10,14.104,14.104,14.1,14.101,92.98310000000001
2025-05-21 19:37:12,14.107,14.107,14.107,14.107,28.1576
2025-05-21 19:37:13,14.103,14.108,14.103,14.108,1574.3935
2025-05-21 19:37:14,14.109,14.109,14.109,14.109,10.1704
2025-05-21 19:37:16,14.11,14.114,14.11,14.114,260.85269999999997
2025-05-21 19:37:17,14.115,14.124,14.115,14.124,224.8238
2025-05-21 19:37:18,14.124,14.13,14.124,14.13,134.3872
2025-05-21 19:37:19,14.13,14.13,14.128,14.128,128.562
2025-05-21 19:37:20,14.127,14.127,14.127,14.127,0.13
2025-05-21 19:37:24,14.13,14.13,14.13,14.13,7.201
2025-05-21 19:37:25,14.131,14.132,14.131,14.132,0.8479
2025-05-21 19:37:26,14.127,14.127,14.127,14.127,0.5302
2025-05-21 19:37:27,14.128,14.13,14.126,14.13,29.1174
2025-05-21 19:37:28,14.13,14.13,14.129,14.129,70.8991
2025-05-21 19:37:29,14.132,14.132,14.132,14.132,141.198
2025-05-21 19:37:31,14.129,14.129,14.127,14.127,5.2141
2025-05-21 19:37:34,14.13,14.13,14.13,14.13,7.1338
2025-05-21 19:37:36,14.129,14.129,14.128,14.128,3.5695
