ts,open,high,low,close,volume
2025-05-21 19:35:30,2488.1,2488.65,2488.1,2488.65,3.161154
2025-05-21 19:35:31,2488.8,2488.8,2488.8,2488.8,0.0001
2025-05-21 19:35:32,2488.8,2488.8,2488.02,2488.21,14.417663000000001
2025-05-21 19:35:35,2488.8,2488.96,2488.8,2488.96,6.307773
2025-05-21 19:35:38,2488.96,2489.0,2488.96,2489.0,0.056795000000000005
2025-05-21 19:35:39,2489.29,2489.29,2489.29,2489.29,3.05475
2025-05-21 19:35:41,2489.3,2489.71,2489.3,2489.71,6.086831
2025-05-21 19:35:43,2489.48,2489.48,2489.3,2489.3,0.8882950000000001
2025-05-21 19:35:44,2489.3,2489.3,2489.0,2489.0,5.0321
2025-05-21 19:35:47,2489.19,2489.19,2489.19,2489.19,0.002
2025-05-21 19:35:48,2489.31,2489.31,2489.31,2489.31,0.008
2025-05-21 19:35:50,2489.2,2489.2,2488.87,2488.87,0.097275
2025-05-21 19:35:52,2488.86,2488.87,2488.86,2488.87,1.0539310000000002
2025-05-21 19:35:53,2488.86,2489.0,2488.86,2489.0,3.922076
2025-05-21 19:35:54,2489.0,2489.0,2488.11,2488.25,14.201808
2025-05-21 19:35:55,2488.24,2488.24,2488.18,2488.18,0.020543
2025-05-21 19:35:56,2488.0,2488.0,2487.8,2488.0,11.796883000000001
2025-05-21 19:35:57,2487.92,2487.92,2487.92,2487.92,0.008
2025-05-21 19:35:58,2488.0,2488.4,2488.0,2488.4,0.6985169999999999
2025-05-21 19:35:59,2488.41,2488.41,2488.41,2488.41,0.278
2025-05-21 19:36:01,2488.1,2488.4,2488.1,2488.4,0.037427999999999996
2025-05-21 19:36:02,2488.4,2489.2,2488.4,2489.2,2.437196
2025-05-21 19:36:03,2489.17,2489.3,2489.17,2489.3,0.152157
2025-05-21 19:36:04,2489.6,2489.61,2489.6,2489.61,4.3028830000000005
2025-05-21 19:36:05,2489.6,2489.6,2489.6,2489.6,0.0403
2025-05-21 19:36:06,2489.4,2489.4,2489.4,2489.4,0.008
2025-05-21 19:36:07,2489.71,2490.0,2489.71,2490.0,2.8476660000000003
2025-05-21 19:36:08,2490.29,2491.17,2490.29,2491.17,1.028049
2025-05-21 19:36:09,2491.2,2491.4,2491.2,2491.4,0.10628499999999999
2025-05-21 19:36:10,2491.5,2491.5,2491.5,2491.5,0.022111
2025-05-21 19:36:11,2491.59,2491.59,2491.59,2491.59,6.38465
2025-05-21 19:36:12,2491.6,2491.6,2491.6,2491.6,0.039197
2025-05-21 19:36:13,2491.92,2492.04,2491.92,2492.04,6.4224760000000005
2025-05-21 19:36:14,2492.1,2492.39,2492.1,2492.39,0.130669
2025-05-21 19:36:15,2492.4,2492.5,2492.4,2492.5,0.089856
2025-05-21 19:36:16,2492.58,2492.95,2492.58,2492.88,10.394406
2025-05-21 19:36:17,2492.8,2492.8,2492.69,2492.69,0.00866
2025-05-21 19:36:19,2492.92,2493.34,2492.92,2493.31,15.341859
2025-05-21 19:36:20,2493.31,2493.31,2493.01,2493.01,0.0091
2025-05-21 19:36:21,2492.82,2492.82,2492.8,2492.8,0.0082
2025-05-21 19:36:22,2492.4,2492.4,2492.22,2492.22,0.008199999999999999
2025-05-21 19:36:23,2492.11,2492.11,2492.11,2492.11,0.010569
2025-05-21 19:36:24,2492.5,2492.5,2491.26,2491.26,1.175899
2025-05-21 19:36:25,2491.2,2491.2,2490.03,2490.18,11.914652
2025-05-21 19:36:27,2490.4,2490.4,2490.39,2490.39,0.38261199999999995
2025-05-21 19:36:28,2490.79,2491.37,2490.78,2491.37,9.215855
2025-05-21 19:36:29,2491.39,2491.39,2490.6,2490.9,22.467859
2025-05-21 19:36:30,2490.9,2490.9,2490.9,2490.9,0.18
2025-05-21 19:36:31,2490.9,2490.9,2490.4,2490.4,0.07559
2025-05-21 19:36:32,2490.99,2490.99,2490.99,2490.99,0.671309
2025-05-21 19:36:35,2491.39,2491.39,2491.01,2491.01,0.014199999999999999
2025-05-21 19:36:36,2490.91,2490.91,2490.81,2490.81,0.464816
2025-05-21 19:36:37,2490.81,2490.81,2490.81,2490.81,0.113
2025-05-21 19:36:38,2490.81,2490.81,2490.81,2490.81,0.109196
2025-05-21 19:36:39,2490.81,2490.81,2490.81,2490.81,0.05
2025-05-21 19:36:40,2490.81,2490.81,2490.0,2490.0,0.808845
