ts,open,high,low,close,volume,break,regime
2025-05-01 02:40:00,1816.5360107421875,1816.5360107421875,1813.43701171875,1813.43701171875,313379840,0,3
2025-05-01 02:45:00,1814.523681640625,1814.523681640625,1813.1290283203125,1813.1290283203125,66062336,0,3
2025-05-01 02:50:00,1812.2257080078125,1812.2257080078125,1811.192138671875,1811.192138671875,35840,0,3
2025-05-01 02:55:00,1809.1588134765625,1809.4267578125,1807.50927734375,1808.4737548828125,0,0,3
2025-05-01 03:00:00,1807.9835205078125,1808.796875,1807.9835205078125,1808.796875,733277184,0,3
2025-05-01 03:05:00,1810.309326171875,1812.326904296875,1810.309326171875,1812.153076171875,0,0,3
2025-05-01 03:10:00,1811.92236328125,1812.2945556640625,1810.77001953125,1810.77001953125,86705152,0,3
2025-05-01 03:15:00,1809.44580078125,1809.9959716796875,1809.44580078125,1809.4864501953125,0,0,3
2025-05-01 03:20:00,1808.9833984375,1810.503173828125,1808.9833984375,1810.503173828125,653917184,0,3
2025-05-01 03:25:00,1810.716552734375,1812.06982421875,1810.716552734375,1812.06982421875,0,0,3
2025-05-01 03:30:00,1812.0977783203125,1813.4315185546875,1811.0731201171875,1811.0731201171875,691715072,0,3
2025-05-01 03:35:00,1813.1925048828125,1814.28466796875,1813.1744384765625,1813.1744384765625,0,0,3
2025-05-01 03:40:00,1813.72607421875,1813.72607421875,1812.0797119140625,1813.55517578125,866441216,0,3
2025-05-01 03:45:00,1812.7459716796875,1812.7459716796875,1810.0970458984375,1810.0970458984375,7962624,0,3
2025-05-01 03:50:00,1810.31103515625,1810.31103515625,1808.788818359375,1808.788818359375,0,0,3
2025-05-01 03:55:00,1808.347412109375,1808.347412109375,1807.452880859375,1808.1986083984375,681936896,0,3
2025-05-01 04:00:00,1808.068603515625,1808.2003173828125,1807.5074462890625,1807.5074462890625,0,0,3
2025-05-01 04:05:00,1806.7318115234375,1808.237060546875,1806.7318115234375,1808.237060546875,0,0,3
2025-05-01 04:10:00,1808.7373046875,1809.81591796875,1808.7373046875,1808.7705078125,0,0,3
2025-05-01 04:15:00,1808.6671142578125,1808.6671142578125,1806.589599609375,1806.589599609375,8660992,0,3
2025-05-01 04:20:00,1805.6466064453125,1808.630615234375,1805.6466064453125,1808.630615234375,0,0,3
2025-05-01 04:25:00,1808.9444580078125,1808.9444580078125,1807.41748046875,1807.41748046875,0,0,3
2025-05-01 04:30:00,1807.14599609375,1807.2705078125,1806.6552734375,1806.6552734375,76997632,0,3
2025-05-01 04:35:00,1806.81396484375,1808.245849609375,1806.81396484375,1807.7481689453125,0,0,3
2025-05-01 04:40:00,1808.123046875,1809.530517578125,1808.123046875,1809.530517578125,9719808,0,3
2025-05-01 04:45:00,1809.8143310546875,1809.8143310546875,1809.674072265625,1809.674072265625,0,0,3
2025-05-01 04:50:00,1808.5863037109375,1809.3291015625,1808.0528564453125,1809.3291015625,42468352,0,3
2025-05-01 04:55:00,1809.360107421875,1810.15869140625,1809.360107421875,1810.15869140625,0,0,3
2025-05-01 05:00:00,1809.45654296875,1809.45654296875,1808.3011474609375,1808.3011474609375,925503488,0,3
2025-05-01 05:05:00,1808.45458984375,1808.6595458984375,1806.439453125,1808.6595458984375,0,0,3
2025-05-01 05:10:00,1808.642578125,1809.91845703125,1808.642578125,1809.91845703125,87022592,0,3
2025-05-01 05:15:00,1809.629638671875,1810.88427734375,1808.979736328125,1808.979736328125,0,0,3
2025-05-01 05:20:00,1807.2413330078125,1808.0799560546875,1807.2413330078125,1808.0770263671875,0,0,3
2025-05-01 05:25:00,1808.2515869140625,1808.7677001953125,1808.2515869140625,1808.7677001953125,0,0,3
2025-05-01 05:30:00,1808.802001953125,1809.256591796875,1808.802001953125,1809.256591796875,180893696,0,3
2025-05-01 05:35:00,1809.607421875,1811.186279296875,1809.607421875,1810.160888671875,84312064,0,3
2025-05-01 05:40:00,1810.1951904296875,1810.1951904296875,1809.688720703125,1809.7130126953125,0,0,3
2025-05-01 05:45:00,1814.12109375,1815.72021484375,1812.0303955078125,1812.0303955078125,33091584,0,3
2025-05-01 05:50:00,1812.3818359375,1812.8072509765625,1812.0452880859375,1812.0452880859375,0,0,3
2025-05-01 05:55:00,1811.845458984375,1813.586669921875,1811.6552734375,1813.586669921875,39109632,0,3
2025-05-01 06:00:00,1814.037353515625,1815.3974609375,1814.037353515625,1814.58740234375,0,0,3
2025-05-01 06:05:00,1813.699462890625,1813.699462890625,1812.5262451171875,1812.5262451171875,718474240,0,3
2025-05-01 06:10:00,1812.2730712890625,1812.644287109375,1810.0357666015625,1810.0357666015625,0,0,3
2025-05-01 06:15:00,1810.3311767578125,1811.1221923828125,1808.7384033203125,1808.7384033203125,30399488,0,3
2025-05-01 06:20:00,1809.361572265625,1810.69091796875,1809.361572265625,1809.6514892578125,16264192,0,3
2025-05-01 06:25:00,1809.6383056640625,1810.1473388671875,1809.6051025390625,1809.6051025390625,0,0,3
2025-05-01 06:30:00,1809.93798828125,1810.269287109375,1809.7891845703125,1810.0972900390625,48635904,0,3
2025-05-01 06:35:00,1809.884765625,1810.150146484375,1809.1083984375,1809.1083984375,25740288,0,3
2025-05-01 06:40:00,1808.5672607421875,1808.5672607421875,1806.326416015625,1806.326416015625,0,0,3
2025-05-01 06:45:00,1806.180419921875,1806.8358154296875,1805.73779296875,1806.83154296875,863620096,0,3
2025-05-01 06:50:00,1808.01123046875,1808.2537841796875,1807.6181640625,1808.2537841796875,0,0,3
2025-05-01 06:55:00,1808.0654296875,1808.0654296875,1807.35107421875,1807.35107421875,126976,0,3
2025-05-01 07:00:00,1807.7171630859375,1807.7171630859375,1804.348876953125,1805.1024169921875,0,0,3
2025-05-01 07:05:00,1805.59912109375,1807.4998779296875,1805.59912109375,1807.4998779296875,939618304,0,3
2025-05-01 07:10:00,1807.437744140625,1807.9156494140625,1807.305419921875,1807.9156494140625,32621568,0,3
2025-05-01 07:15:00,1807.5980224609375,1807.7318115234375,1806.585693359375,1806.585693359375,7320576,0,3
2025-05-01 07:20:00,1806.3603515625,1808.8629150390625,1806.3603515625,1808.8629150390625,22133760,0,3
2025-05-01 07:25:00,1809.751953125,1810.100830078125,1809.751953125,1810.100830078125,0,0,3
2025-05-01 07:30:00,1809.68994140625,1810.6640625,1809.68994140625,1810.6640625,2339840,0,3
2025-05-01 07:35:00,1811.60205078125,1812.5606689453125,1811.60205078125,1812.248046875,0,0,3
2025-05-01 07:40:00,1811.8023681640625,1812.8294677734375,1811.8023681640625,1812.7904052734375,0,0,3
2025-05-01 07:45:00,1812.2662353515625,1813.4351806640625,1812.2662353515625,1812.4139404296875,61104128,0,3
2025-05-01 07:50:00,1813.3748779296875,1814.609130859375,1812.9320068359375,1812.9320068359375,0,0,3
2025-05-01 07:55:00,1812.2548828125,1812.6243896484375,1811.9892578125,1811.9892578125,0,0,3
2025-05-01 08:00:00,1811.5921630859375,1812.5740966796875,1811.5921630859375,1811.9354248046875,0,0,3
2025-05-01 08:05:00,1811.056640625,1811.056640625,1809.9161376953125,1810.115966796875,0,0,3
2025-05-01 08:10:00,1810.076416015625,1814.334228515625,1810.076416015625,1814.334228515625,637939712,0,3
2025-05-01 08:15:00,1814.4598388671875,1815.8463134765625,1814.4598388671875,1814.645751953125,37813248,0,3
2025-05-01 08:20:00,1814.7425537109375,1814.7425537109375,1814.431640625,1814.431640625,0,0,3
2025-05-01 08:25:00,1813.46435546875,1813.8819580078125,1813.31787109375,1813.31787109375,758834176,0,3
2025-05-01 08:30:00,1813.7490234375,1816.1939697265625,1813.7490234375,1814.10791015625,33195008,0,3
2025-05-01 08:35:00,1818.494873046875,1818.494873046875,1816.047607421875,1816.047607421875,4571136,0,3
2025-05-01 08:40:00,1815.7318115234375,1815.7318115234375,1815.498046875,1815.498046875,25913344,0,3
2025-05-01 08:45:00,1814.9346923828125,1816.582275390625,1814.9281005859375,1816.582275390625,54280192,0,3
2025-05-01 08:50:00,1816.370361328125,1818.293701171875,1816.278564453125,1818.293701171875,0,0,3
2025-05-01 08:55:00,1818.4830322265625,1818.732666015625,1818.3701171875,1818.3701171875,0,0,3
2025-05-01 09:00:00,1818.2708740234375,1818.2708740234375,1816.625,1816.625,640380928,0,3
2025-05-01 09:05:00,1816.2740478515625,1816.938232421875,1816.2740478515625,1816.276123046875,420864,0,3
2025-05-01 09:10:00,1816.0657958984375,1816.0657958984375,1815.291015625,1815.9320068359375,0,0,3
2025-05-01 09:15:00,1816.1517333984375,1816.439697265625,1815.9010009765625,1815.9010009765625,26139648,0,3
2025-05-01 09:20:00,1815.8973388671875,1819.9072265625,1815.8973388671875,1819.3143310546875,0,0,3
2025-05-01 09:25:00,1818.4639892578125,1818.8642578125,1817.739501953125,1818.530029296875,754770944,0,3
2025-05-01 09:30:00,1818.583251953125,1820.494873046875,1818.583251953125,1820.494873046875,10736640,0,3
2025-05-01 09:35:00,1820.2156982421875,1822.1492919921875,1820.2156982421875,1822.1492919921875,0,0,3
2025-05-01 09:40:00,1822.2928466796875,1822.2928466796875,1820.2706298828125,1820.2706298828125,713506816,0,3
2025-05-01 09:45:00,1820.3525390625,1821.4378662109375,1820.3525390625,1821.294189453125,0,0,3
2025-05-01 09:50:00,1822.5067138671875,1823.9305419921875,1822.12890625,1823.9305419921875,16473088,0,3
2025-05-01 09:55:00,1822.0609130859375,1822.0609130859375,1820.8201904296875,1820.8201904296875,76108800,0,3
2025-05-01 10:00:00,1818.6063232421875,1819.3529052734375,1818.6063232421875,1819.3529052734375,0,0,3
2025-05-01 10:05:00,1819.966552734375,1821.63037109375,1819.966552734375,1821.354736328125,1470464,0,3
2025-05-01 10:10:00,1820.73876953125,1820.73876953125,1819.95458984375,1820.634033203125,32581632,0,3
2025-05-01 10:15:00,1821.1898193359375,1826.059814453125,1821.1898193359375,1826.059814453125,0,0,3
2025-05-01 10:20:00,1830.7353515625,1837.9248046875,1830.7353515625,1836.134521484375,204025856,0,3
2025-05-01 10:25:00,1834.839599609375,1840.9288330078125,1834.839599609375,1840.9288330078125,155418624,0,3
2025-05-01 10:30:00,1842.7728271484375,1846.7796630859375,1840.73974609375,1841.5650634765625,693220352,0,3
2025-05-01 10:35:00,1839.7530517578125,1839.7530517578125,1835.9483642578125,1835.9483642578125,0,0,3
2025-05-01 10:40:00,1837.0262451171875,1837.931396484375,1837.0262451171875,1837.931396484375,940071936,0,3
2025-05-01 10:45:00,1839.1912841796875,1839.1912841796875,1835.9256591796875,1836.6282958984375,23881728,0,3
2025-05-01 10:50:00,1835.6004638671875,1841.8101806640625,1835.6004638671875,1841.8101806640625,0,0,3
2025-05-01 10:55:00,1842.160888671875,1845.4776611328125,1842.160888671875,1845.4776611328125,76281856,0,3
2025-05-01 11:00:00,1847.8043212890625,1858.1578369140625,1847.8043212890625,1853.96142578125,91214848,0,3
2025-05-01 11:05:00,1851.817138671875,1851.817138671875,1845.90478515625,1845.90478515625,239666176,0,3
2025-05-01 11:10:00,1849.6514892578125,1849.6514892578125,1848.2509765625,1848.2509765625,94119936,0,3
2025-05-01 11:15:00,1848.68310546875,1848.68310546875,1845.6671142578125,1845.6671142578125,0,0,3
2025-05-01 11:20:00,1842.791015625,1844.1131591796875,1842.791015625,1844.1131591796875,0,0,3
2025-05-01 11:25:00,1842.6588134765625,1842.6588134765625,1839.2821044921875,1840.4796142578125,0,0,3
2025-05-01 11:30:00,1841.37353515625,1844.682373046875,1841.37353515625,1843.910888671875,642751488,0,3
2025-05-01 11:35:00,1842.235107421875,1842.235107421875,1841.864990234375,1841.9239501953125,1285072896,0,3
2025-05-01 11:40:00,1842.4832763671875,1844.988037109375,1842.4832763671875,1844.6756591796875,0,0,3
2025-05-01 11:45:00,1844.5047607421875,1845.9305419921875,1844.5047607421875,1845.6143798828125,692342784,0,3
2025-05-01 11:50:00,1845.7213134765625,1848.1873779296875,1845.7213134765625,1846.4405517578125,0,0,3
2025-05-01 11:55:00,1845.6531982421875,1846.48876953125,1845.57958984375,1845.57958984375,626831360,0,3
2025-05-01 12:00:00,1846.0069580078125,1846.0069580078125,1844.216552734375,1844.216552734375,0,0,3
2025-05-01 12:05:00,1843.99072265625,1848.2957763671875,1843.8968505859375,1848.2957763671875,14017536,0,3
2025-05-01 12:10:00,1850.865234375,1851.4332275390625,1850.865234375,1851.4332275390625,102330368,0,3
2025-05-01 12:15:00,1853.323486328125,1853.323486328125,1851.09619140625,1851.09619140625,0,0,3
2025-05-01 12:20:00,1849.016845703125,1850.87109375,1849.016845703125,1850.8358154296875,61121536,0,3
2025-05-01 12:25:00,1852.189208984375,1852.189208984375,1846.4156494140625,1846.4156494140625,0,0,3
2025-05-01 12:30:00,1844.7867431640625,1848.3675537109375,1844.7867431640625,1847.9827880859375,0,0,3
2025-05-01 12:35:00,1848.92236328125,1851.121337890625,1848.92236328125,1849.013916015625,1256935424,0,3
2025-05-01 12:40:00,1849.3885498046875,1852.8106689453125,1849.3885498046875,1852.8106689453125,0,0,3
2025-05-01 12:45:00,1852.3057861328125,1852.466552734375,1849.7137451171875,1849.85107421875,343738368,0,3
2025-05-01 12:50:00,1850.7503662109375,1850.7503662109375,1849.8145751953125,1849.8145751953125,271575040,0,3
2025-05-01 12:55:00,1850.1099853515625,1850.2918701171875,1849.7374267578125,1849.7374267578125,0,0,3
2025-05-01 13:00:00,1849.7747802734375,1849.7747802734375,1846.9173583984375,1846.9173583984375,58834944,0,3
2025-05-01 13:05:00,1848.810546875,1849.927978515625,1848.6348876953125,1848.6348876953125,0,0,3
2025-05-01 13:10:00,1848.896484375,1849.4383544921875,1848.896484375,1849.0201416015625,0,0,3
2025-05-01 13:15:00,1849.7261962890625,1849.7261962890625,1847.044677734375,1847.044677734375,0,0,3
2025-05-01 13:20:00,1847.79736328125,1849.4935302734375,1847.79736328125,1849.4935302734375,651186176,0,3
2025-05-01 13:25:00,1849.32275390625,1849.679443359375,1848.4984130859375,1848.8927001953125,0,0,3
2025-05-01 13:30:00,1850.3465576171875,1850.3465576171875,1848.2899169921875,1848.3668212890625,86150144,0,3
2025-05-01 13:35:00,1841.26513671875,1841.26513671875,1835.08740234375,1837.3902587890625,0,0,3
2025-05-01 13:40:00,1833.7344970703125,1833.7344970703125,1830.3900146484375,1830.3900146484375,0,0,3
2025-05-01 13:45:00,1833.385498046875,1837.1043701171875,1833.2762451171875,1837.1043701171875,1081056256,0,3
2025-05-01 13:50:00,1836.526611328125,1836.526611328125,1833.588134765625,1833.588134765625,0,0,3
2025-05-01 13:55:00,1828.4796142578125,1828.72265625,1827.868896484375,1827.868896484375,0,0,3
2025-05-01 14:00:00,1827.938720703125,1834.61474609375,1827.938720703125,1833.9710693359375,492819456,0,3
2025-05-01 14:05:00,1834.3828125,1839.1455078125,1834.3828125,1838.5355224609375,0,0,3
2025-05-01 14:10:00,1838.1634521484375,1838.1634521484375,1835.6307373046875,1837.6048583984375,230109184,0,3
2025-05-01 14:15:00,1839.0338134765625,1840.7332763671875,1839.0338134765625,1839.54931640625,0,0,3
2025-05-01 14:20:00,1839.7020263671875,1840.3597412109375,1839.575439453125,1839.575439453125,687737856,0,3
2025-05-01 14:25:00,1838.86376953125,1840.9468994140625,1838.86376953125,1840.9468994140625,0,0,3
2025-05-01 14:30:00,1841.0009765625,1841.0009765625,1837.377685546875,1837.686767578125,0,0,3
2025-05-01 14:35:00,1838.689697265625,1843.7396240234375,1838.689697265625,1843.7396240234375,0,0,3
2025-05-01 14:40:00,1842.1595458984375,1843.7713623046875,1842.062255859375,1842.062255859375,21495808,0,3
2025-05-01 14:45:00,1840.0439453125,1843.4454345703125,1840.0439453125,1843.4454345703125,614264832,0,3
2025-05-01 14:50:00,1843.5433349609375,1845.5623779296875,1843.5433349609375,1844.3988037109375,0,0,3
2025-05-01 14:55:00,1844.022705078125,1848.2059326171875,1844.022705078125,1848.2059326171875,0,0,3
2025-05-01 15:00:00,1848.185546875,1848.185546875,1846.2418212890625,1846.2418212890625,0,0,3
2025-05-01 15:05:00,1848.1810302734375,1849.432373046875,1848.1810302734375,1849.432373046875,0,0,3
2025-05-01 15:10:00,1850.8399658203125,1868.073974609375,1850.8399658203125,1865.6455078125,0,0,3
2025-05-01 15:15:00,1868.2962646484375,1868.2998046875,1867.544189453125,1867.7923583984375,304825344,0,3
2025-05-01 15:20:00,1865.0498046875,1866.033935546875,1865.0498046875,1866.033935546875,352879616,0,3
2025-05-01 15:25:00,1864.5433349609375,1865.90234375,1863.0802001953125,1865.90234375,437586944,0,3
2025-05-01 15:30:00,1864.8092041015625,1865.8382568359375,1862.974853515625,1862.974853515625,490179584,0,3
2025-05-01 15:35:00,1860.910400390625,1864.5401611328125,1860.910400390625,1864.388916015625,0,0,3
2025-05-01 15:40:00,1863.6959228515625,1864.1158447265625,1861.657958984375,1861.657958984375,103153664,0,3
2025-05-01 15:45:00,1861.1129150390625,1861.371826171875,1857.6451416015625,1857.6451416015625,0,0,3
2025-05-01 15:50:00,1856.53369140625,1856.53369140625,1855.07421875,1855.07421875,73893888,0,3
2025-05-01 15:55:00,1852.98876953125,1853.760498046875,1852.0885009765625,1853.760498046875,0,0,3
2025-05-01 16:00:00,1853.9268798828125,1857.0633544921875,1853.7130126953125,1855.912109375,308094976,0,3
2025-05-01 16:05:00,1857.9595947265625,1859.7733154296875,1857.9595947265625,1859.7733154296875,0,0,3
2025-05-01 16:10:00,1860.7552490234375,1861.0233154296875,1860.7552490234375,1860.8516845703125,363220992,0,3
2025-05-01 16:15:00,1860.724853515625,1860.724853515625,1854.5653076171875,1856.1678466796875,0,0,3
2025-05-01 16:20:00,1856.3802490234375,1859.201171875,1856.22900390625,1859.201171875,602612736,0,3
2025-05-01 16:25:00,1860.396484375,1863.267822265625,1860.396484375,1862.7081298828125,0,0,3
2025-05-01 16:30:00,1862.9715576171875,1865.223388671875,1862.9715576171875,1865.223388671875,699367424,0,3
2025-05-01 16:35:00,1865.63134765625,1865.63134765625,1864.34521484375,1864.34521484375,35329024,0,3
2025-05-01 16:40:00,1866.83154296875,1866.83154296875,1865.9461669921875,1866.4959716796875,0,0,3
2025-05-01 16:45:00,1869.87939453125,1869.87939453125,1864.3614501953125,1864.3614501953125,747402240,0,3
2025-05-01 16:50:00,1864.626953125,1864.626953125,1860.552978515625,1860.552978515625,0,0,3
2025-05-01 16:55:00,1861.533447265625,1862.3961181640625,1861.533447265625,1861.6646728515625,0,0,3
2025-05-01 17:00:00,1861.0518798828125,1862.7960205078125,1860.874267578125,1862.7960205078125,190881792,0,3
2025-05-01 17:05:00,1862.391845703125,1862.391845703125,1862.1087646484375,1862.1087646484375,79028224,0,3
2025-05-01 17:10:00,1861.8721923828125,1861.8721923828125,1861.664306640625,1861.664306640625,738130944,0,3
2025-05-01 17:15:00,1860.5455322265625,1864.314453125,1860.5455322265625,1864.314453125,0,0,3
2025-05-01 17:20:00,1863.760498046875,1864.488525390625,1863.760498046875,1864.488525390625,43649024,0,3
2025-05-01 17:25:00,1863.6907958984375,1863.6907958984375,1857.45947265625,1858.2977294921875,0,0,3
2025-05-01 17:30:00,1858.111083984375,1859.15283203125,1857.8763427734375,1859.15283203125,68430848,0,3
2025-05-01 17:35:00,1858.9830322265625,1859.27197265625,1855.6109619140625,1855.6109619140625,0,0,3
2025-05-01 17:40:00,1852.7135009765625,1852.7135009765625,1849.2706298828125,1849.2706298828125,0,0,3
2025-05-01 17:45:00,1849.330810546875,1850.752685546875,1848.4581298828125,1850.752685546875,1430262784,0,3
2025-05-01 17:50:00,1850.79296875,1854.3818359375,1850.79296875,1854.0904541015625,0,0,3
2025-05-01 17:55:00,1855.9527587890625,1856.6768798828125,1855.9527587890625,1856.3651123046875,74253312,0,3
2025-05-01 18:00:00,1856.3729248046875,1856.5078125,1855.819091796875,1855.819091796875,0,0,3
2025-05-01 18:05:00,1853.12353515625,1854.806640625,1852.7894287109375,1854.806640625,633633792,0,3
2025-05-01 18:10:00,1853.7037353515625,1853.7037353515625,1852.8131103515625,1852.8131103515625,0,0,3
2025-05-01 18:15:00,1851.9078369140625,1853.5208740234375,1851.5101318359375,1853.5208740234375,0,0,3
2025-05-01 18:20:00,1853.8984375,1853.8984375,1849.1776123046875,1849.1776123046875,90987520,0,3
2025-05-01 18:25:00,1850.0880126953125,1851.489990234375,1848.7808837890625,1851.489990234375,840860672,0,3
2025-05-01 18:30:00,1851.2840576171875,1851.4761962890625,1850.21044921875,1851.4761962890625,0,0,3
2025-05-01 18:35:00,1853.9056396484375,1854.601806640625,1853.3502197265625,1854.601806640625,0,0,3
2025-05-01 18:40:00,1854.70361328125,1854.70361328125,1853.346435546875,1854.200927734375,49921024,0,3
2025-05-01 18:45:00,1854.0543212890625,1856.492431640625,1854.0543212890625,1856.492431640625,996740096,0,3
2025-05-01 18:50:00,1857.66455078125,1858.538818359375,1855.4765625,1855.4765625,0,0,3
2025-05-01 18:55:00,1855.430419921875,1856.673583984375,1855.414794921875,1856.4844970703125,0,0,3
2025-05-01 19:00:00,1856.5853271484375,1856.5853271484375,1854.26123046875,1854.3333740234375,655971328,0,3
2025-05-01 19:05:00,1854.893310546875,1854.893310546875,1851.1746826171875,1851.1746826171875,0,0,3
2025-05-01 19:10:00,1851.096435546875,1851.096435546875,1848.976318359375,1848.976318359375,0,0,3
2025-05-01 19:15:00,1848.8231201171875,1850.4259033203125,1848.412841796875,1850.4259033203125,0,0,3
2025-05-01 19:20:00,1850.7523193359375,1851.3258056640625,1850.7177734375,1850.7177734375,241951744,0,3
2025-05-01 19:25:00,1849.297119140625,1850.6468505859375,1848.6517333984375,1850.6468505859375,0,0,3
2025-05-01 19:30:00,1850.8193359375,1850.8193359375,1850.0501708984375,1850.0501708984375,1008435200,0,3
2025-05-01 19:35:00,1850.275634765625,1850.275634765625,1848.847900390625,1850.0919189453125,4925440,0,3
2025-05-01 19:40:00,1850.629638671875,1850.629638671875,1850.2052001953125,1850.538818359375,0,0,3
2025-05-01 19:45:00,1850.006103515625,1852.5582275390625,1850.006103515625,1852.5582275390625,44926976,0,3
2025-05-01 19:50:00,1853.3023681640625,1853.3023681640625,1849.7354736328125,1850.901123046875,0,0,3
2025-05-01 19:55:00,1849.3294677734375,1849.3294677734375,1842.59521484375,1842.59521484375,0,0,3
2025-05-01 20:00:00,1843.43017578125,1843.43017578125,1840.4407958984375,1840.4407958984375,0,0,3
2025-05-01 20:05:00,1840.0184326171875,1844.188232421875,1840.0184326171875,1844.188232421875,919621632,0,3
2025-05-01 20:10:00,1844.6480712890625,1847.239990234375,1844.6480712890625,1847.239990234375,0,0,3
2025-05-01 20:15:00,1848.1077880859375,1848.7816162109375,1847.03955078125,1847.03955078125,0,0,3
2025-05-01 20:20:00,1848.104248046875,1848.92578125,1848.0897216796875,1848.92578125,0,0,3
2025-05-01 20:25:00,1849.181396484375,1850.9578857421875,1848.9415283203125,1848.9415283203125,14800896,0,3
2025-05-01 20:30:00,1848.07568359375,1848.705322265625,1844.7503662109375,1844.7503662109375,0,0,3
2025-05-01 20:35:00,1844.548095703125,1844.548095703125,1841.8814697265625,1843.54248046875,4880384,0,3
2025-05-01 20:40:00,1844.5283203125,1844.5283203125,1843.36083984375,1843.650634765625,0,0,3
2025-05-01 20:45:00,1840.6749267578125,1840.6749267578125,1839.4075927734375,1839.4075927734375,0,0,3
2025-05-01 20:50:00,1840.3670654296875,1841.388671875,1840.3670654296875,1841.3431396484375,247033856,0,3
2025-05-01 20:55:00,1840.4637451171875,1840.81689453125,1839.28369140625,1840.81689453125,0,0,3
2025-05-01 21:00:00,1840.6151123046875,1841.956787109375,1840.6151123046875,1841.956787109375,0,0,3
2025-05-01 21:05:00,1843.20654296875,1844.90625,1843.20654296875,1843.4912109375,422333440,0,3
2025-05-01 21:10:00,1843.791015625,1846.819091796875,1843.791015625,1846.819091796875,0,0,3
2025-05-01 21:15:00,1847.45654296875,1847.45654296875,1845.23876953125,1845.23876953125,573431808,0,3
2025-05-01 21:20:00,1845.1903076171875,1845.27685546875,1844.4844970703125,1844.4844970703125,174080,0,3
2025-05-01 21:25:00,1844.7757568359375,1845.29150390625,1844.7247314453125,1845.29150390625,140139520,0,3
2025-05-01 21:30:00,1845.2802734375,1845.8687744140625,1845.2802734375,1845.49169921875,0,0,3
2025-05-01 21:35:00,1844.5408935546875,1844.5408935546875,1842.6312255859375,1843.8323974609375,0,0,3
2025-05-01 21:40:00,1844.7598876953125,1848.310302734375,1844.0745849609375,1848.310302734375,0,0,3
