ts,open,high,low,close,volume
2025-05-20 19:31:26,0.22317,0.22317,0.22317,0.22317,1187.101312
2025-05-20 19:31:30,0.22319,0.2232,0.22319,0.2232,8778.118696
2025-05-20 19:31:31,0.22323,0.22323,0.22313,0.22313,22319.467306
2025-05-20 19:31:32,0.22313,0.22315,0.22313,0.22315,7527.18464
2025-05-20 19:31:35,0.22309,0.22309,0.22309,0.22309,15.0
2025-05-20 19:31:36,0.2231,0.2231,0.2231,0.2231,10.0
2025-05-20 19:31:37,0.22305,0.22305,0.22302,0.22302,247.341249
2025-05-20 19:31:40,0.223,0.223,0.223,0.223,20.0
2025-05-20 19:31:42,0.22296,0.22296,0.22291,0.22292,16655.441863
2025-05-20 19:31:43,0.22295,0.22314,0.22295,0.22312,178883.650409
2025-05-20 19:31:44,0.22314,0.22324,0.22314,0.22324,3503.86949
2025-05-20 19:31:45,0.22323,0.22323,0.22319,0.22319,41736.876019
2025-05-20 19:31:46,0.2232,0.2232,0.22314,0.22315,16434.135459999998
2025-05-20 19:31:48,0.2232,0.22322,0.2232,0.22322,4956.903357
2025-05-20 19:31:51,0.22321,0.22321,0.2232,0.2232,670.0
2025-05-20 19:31:56,0.22321,0.22321,0.2232,0.2232,254.655858
2025-05-20 19:32:01,0.22325,0.2233,0.22325,0.2233,9392.844847
2025-05-20 19:32:02,0.2233,0.2233,0.22329,0.22329,1317.249108
2025-05-20 19:32:04,0.22331,0.22331,0.2233,0.2233,11434.555261
2025-05-20 19:32:06,0.2233,0.22338,0.2233,0.22338,25719.779985999998
2025-05-20 19:32:07,0.22339,0.22349,0.22339,0.22345,61319.534573000004
2025-05-20 19:32:08,0.22343,0.22343,0.22341,0.22341,86.0
2025-05-20 19:32:09,0.2234,0.2234,0.2234,0.2234,20.0
2025-05-20 19:32:10,0.2234,0.22344,0.2234,0.22344,19392.297036
2025-05-20 19:32:11,0.22344,0.22357,0.22344,0.22357,6242.002504
2025-05-20 19:32:12,0.22357,0.22366,0.22357,0.22362,9097.311606
2025-05-20 19:32:13,0.22365,0.22365,0.22365,0.22365,310.0
2025-05-20 19:32:14,0.22363,0.22363,0.22353,0.22355,2425.594234
2025-05-20 19:32:15,0.22357,0.22357,0.22357,0.22357,165.0
2025-05-20 19:32:16,0.22357,0.22358,0.22341,0.22341,6070.471534
2025-05-20 19:32:17,0.2234,0.2234,0.2234,0.2234,156.18562400000002
2025-05-20 19:32:18,0.22341,0.22341,0.2234,0.2234,4504.2903750000005
2025-05-20 19:32:19,0.22345,0.22345,0.22345,0.22345,103.28119
2025-05-20 19:32:20,0.22345,0.22345,0.22345,0.22345,16.378525
2025-05-20 19:32:21,0.2235,0.2235,0.2235,0.2235,253.81726
2025-05-20 19:32:23,0.22355,0.22355,0.22355,0.22355,30.0
2025-05-20 19:32:24,0.2235,0.2235,0.2235,0.2235,130.0
2025-05-20 19:32:25,0.22348,0.22348,0.22343,0.22343,18216.069211
2025-05-20 19:32:26,0.2234,0.2234,0.2234,0.2234,70.0
2025-05-20 19:32:27,0.22341,0.22341,0.22337,0.22337,18065.0
2025-05-20 19:32:28,0.22336,0.22337,0.22326,0.22334,226329.722949
2025-05-20 19:32:29,0.22335,0.2234,0.22335,0.2234,24578.979074
2025-05-20 19:32:30,0.2234,0.2234,0.22335,0.22335,20.0
2025-05-20 19:32:32,0.22335,0.22336,0.22335,0.22336,3096.267536
2025-05-20 19:32:34,0.2234,0.2234,0.2234,0.2234,10.0
2025-05-20 19:32:36,0.2234,0.2234,0.22338,0.22338,32135.194247
2025-05-20 19:32:38,0.22338,0.2234,0.22338,0.2234,12613.379865
2025-05-20 19:32:39,0.22335,0.22335,0.22335,0.22335,10.0
2025-05-20 19:32:41,0.22335,0.22335,0.22332,0.22332,108.263109
2025-05-20 19:32:42,0.22335,0.22337,0.22335,0.22337,25.0
2025-05-20 19:32:44,0.22338,0.22338,0.22338,0.22338,266.632746
2025-05-20 19:32:46,0.22335,0.22335,0.22335,0.22335,10.0
2025-05-20 19:32:49,0.22334,0.22353,0.22334,0.22353,286955.876502
2025-05-20 19:32:50,0.22354,0.22355,0.22352,0.22355,21701.472637
2025-05-20 19:32:52,0.22358,0.22358,0.22358,0.22358,356.279039
2025-05-20 19:32:53,0.22358,0.22358,0.2235,0.2235,14780.923055000001
2025-05-20 19:33:00,0.22343,0.22348,0.22343,0.22348,16741.477691
2025-05-20 19:33:01,0.22346,0.22346,0.22346,0.22346,198.0
2025-05-20 19:33:03,0.2235,0.2235,0.2235,0.2235,429.78228
2025-05-20 19:33:05,0.22352,0.22352,0.22352,0.22352,410.138855
